87.77600728431597,32,0.0003,0.2
87.56544502617801,32,0.0003,0.3
90.78647848850444,32,0.0003,0.4
89.7848850443888,32,0.0003,0.5
92.49374004097429,64,0.0003,0.2
90.47917140905987,64,0.0003,0.3
88.91987252447075,64,0.0003,0.4
86.04598224447986,64,0.0003,0.5
90.76940587297973,128,0.0003,0.2
90.45071704985203,128,0.0003,0.3
88.50443888003642,128,0.0003,0.4
87.13293876621898,128,0.0003,0.5
90.79786023218756,32,0.0001,0.2
90.44502617801047,32,0.0001,0.3
88.48736626451172,32,0.0001,0.4
88.58411108581835,32,0.0001,0.5
90.14910084224903,64,0.0001,0.2
88.60118370134305,64,0.0001,0.3
85.87525608923286,64,0.0001,0.4
86.71750512178465,64,0.0001,0.5
89.47188709310267,128,0.0001,0.2
88.49874800819487,128,0.0001,0.3
86.05167311632142,128,0.0001,0.4
85.02162531299795,128,0.0001,0.5
91.1450034145231,32,0.001,0.2
83.54199863419076,32,0.001,0.3
75.51217846574096,32,0.001,0.4
80.6453448668336,32,0.001,0.5
71.0505349419531,64,0.001,0.2
89.86455725017073,64,0.001,0.3
86.46710676075575,64,0.001,0.4
86.31345322103347,64,0.001,0.5
84.62326428408832,128,0.001,0.2
83.51354427498293,128,0.001,0.3
89.06783519235147,128,0.001,0.4
84.46961074436604,128,0.001,0.5
89.4661962212611,32,0.002,0.2
80.13316640109265,32,0.002,0.3
77.02595037559755,32,0.002,0.4
76.09264739358069,32,0.002,0.5
83.61597996813111,64,0.002,0.2
67.81242886410197,64,0.002,0.3
82.44935124061006,64,0.002,0.4
79.88276804006374,64,0.002,0.5
73.0025039836103,128,0.002,0.2
83.84361484179377,128,0.002,0.3
74.9658547689506,128,0.002,0.4
79.91691327111313,128,0.002,0.5
84.74277259276121,32,0.003,0.2
86.52401547917141,32,0.003,0.3
83.83223309811063,32,0.003,0.4
82.60300478033234,32,0.003,0.5
87.32073753699066,64,0.003,0.2
68.70020487138629,64,0.003,0.3
83.35989073526065,64,0.003,0.4
67.61893922148873,64,0.003,0.5
82.7282039608468,128,0.003,0.2
76.55929888458913,128,0.003,0.3
54.558388345094464,128,0.003,0.4
74.5105850216253,128,0.003,0.5
